location,bhk,total_sqft,bath,price
GREEN GLEN LAYOUT,3,1715.0,3.0,120.0
GREEN GLEN LAYOUT,3,1623.29,2.0,105.0
GREEN GLEN LAYOUT,3,1715.0,3.0,115.0
GREEN GLEN LAYOUT,3,1715.0,3.0,105.0
GREEN GLEN LAYOUT,3,1600.0,3.0,105.0
GREEN GLEN LAYOUT,3,1717.0,3.0,125.0
GREEN GLEN LAYOUT,2,1250.0,2.0,75.0
GREEN GLEN LAYOUT,3,1715.0,3.0,112.0
GUBBALALA,3,1470.0,2.0,82.0
GUBBALALA,3,1745.0,3.0,104.0
GUBBALALA,3,1745.0,3.0,115.0
GUBBALALA,3,1745.0,3.0,110.0
GUBBALALA,3,1650.0,3.0,71.0
GUBBALALA,5,2570.0,4.0,141.0
GUBBALALA,2,1205.0,2.0,70.0
GUBBALALA,3,1435.0,2.0,80.0
GUBBALALA,2,1475.0,2.0,80.0
GUBBALALA,2,1100.0,2.0,49.5
GUBBALALA,2,1060.0,2.0,46.0
GUBBALALA,3,2000.0,3.0,125.0
GUNJUR,2,1140.0,2.0,43.0
GUNJUR,3,1356.0,2.0,66.0
GUNJUR,3,1600.0,3.0,75.0
GUNJUR,4,2000.0,3.0,95.0
GUNJUR,2,1140.0,2.0,49.11
GUNJUR,2,1195.0,2.0,44.0
GUNJUR,2,1190.0,2.0,40.0
GUNJUR,2,1457.0,2.0,60.0
GUNJUR,2,1080.0,2.0,41.0
GUNJUR,2,1175.0,2.0,43.48
GUNJUR,3,1362.0,3.0,62.63
GUNJUR,2,1071.0,2.0,51.0
GUNJUR,2,1063.0,2.0,40.0
GUNJUR,2,1235.0,2.0,52.76
GUNJUR,3,1362.0,3.0,62.63
GUNJUR,3,1588.0,2.0,90.0
GUNJUR,2,1235.0,2.0,44.5
GUNJUR,2,1457.0,2.0,60.0
GUNJUR PALYA,2,1050.0,2.0,43.0
GUNJUR PALYA,3,1033.0,2.0,32.0
GUNJUR PALYA,3,1400.0,3.0,45.0
GUNJUR PALYA,2,993.0,2.0,42.0
GUNJUR PALYA,2,1235.0,2.0,52.76
HAL 2ND STAGE,3,1490.0,2.0,300.0
HAL 2ND STAGE,2,600.0,3.0,145.0
HAL 2ND STAGE,3,2700.0,3.0,500.0
HAL 2ND STAGE,5,2040.0,4.0,500.0
HARALUR ROAD,2,1240.0,2.0,70.0
HARALUR ROAD,2,1027.0,2.0,44.0
HARALUR ROAD,4,2650.0,4.0,198.0
HARALUR ROAD,2,1194.0,2.0,47.0
HARALUR ROAD,4,3385.0,5.0,260.0
HARALUR ROAD,2,1202.0,2.0,53.0
HARALUR ROAD,2,1056.0,2.0,61.0
HARALUR ROAD,3,1810.0,3.0,100.0
HARALUR ROAD,2,1194.0,2.0,46.0
HARALUR ROAD,2,1225.0,2.0,67.38
HARALUR ROAD,2,1243.0,2.0,46.0
HARALUR ROAD,3,1920.0,3.0,115.0
HARALUR ROAD,3,1875.0,3.0,110.0
HARALUR ROAD,4,2750.0,4.0,220.0
HARALUR ROAD,2,1140.0,2.0,43.0
HARALUR ROAD,2,1194.0,2.0,46.0
HARALUR ROAD,3,2017.0,3.0,125.0
HARALUR ROAD,3,1875.0,3.0,110.0
HARALUR ROAD,2,1092.0,2.0,44.0
HARALUR ROAD,3,2475.0,4.0,130.0
HARALUR ROAD,2,1300.0,2.0,73.0
HARALUR ROAD,2,1243.0,2.0,46.0
HARALUR ROAD,3,1850.0,3.0,110.0
HARALUR ROAD,2,1225.0,2.0,67.38
HARALUR ROAD,4,3400.0,5.0,240.0
HARALUR ROAD,2,1464.0,2.0,56.0
HARALUR ROAD,2,1230.0,2.0,78.0
HARALUR ROAD,2,1000.0,2.0,44.0
HARALUR ROAD,2,1300.0,2.0,79.0
HARALUR ROAD,3,1444.0,2.0,80.0
HARALUR ROAD,2,1088.0,2.0,68.0
HARALUR ROAD,2,1027.0,2.0,44.0
HARALUR ROAD,2,1225.0,2.0,70.0
HARALUR ROAD,2,1000.0,2.0,78.0
HARALUR ROAD,3,1830.0,3.0,101.0
HARALUR ROAD,3,1810.0,3.0,126.0
HARALUR ROAD,3,1520.0,2.0,96.0
HARALUR ROAD,2,1300.0,2.0,75.0
HARALUR ROAD,3,2017.0,2.0,125.0
HARALUR ROAD,2,1243.0,2.0,46.0
HARALUR ROAD,4,2805.0,5.0,160.0
HARALUR ROAD,3,2017.0,3.0,105.0
HARALUR ROAD,3,1520.0,2.0,90.0
HARALUR ROAD,2,1300.0,2.0,60.0
HARALUR ROAD,3,1985.0,3.0,130.0
HARALUR ROAD,3,1255.0,2.0,90.0
HARALUR ROAD,2,1056.0,2.0,60.0
HARALUR ROAD,2,1140.0,2.0,42.0
HARALUR ROAD,2,1245.0,2.0,62.0
HARALUR ROAD,2,1140.0,2.0,58.0
HARALUR ROAD,2,1140.0,2.0,42.0
HARALUR ROAD,2,1027.0,2.0,43.0
HARALUR ROAD,2,1194.0,2.0,47.0
HARALUR ROAD,3,1560.0,3.0,90.0
HARALUR ROAD,3,1520.0,2.0,85.0
HARALUR ROAD,2,1027.0,2.0,44.0
HARALUR ROAD,3,1650.0,3.0,100.0
HARALUR ROAD,3,1520.0,2.0,96.0
HARALUR ROAD,3,1510.0,3.0,83.05
HARALUR ROAD,2,1056.0,2.0,65.0
HARALUR ROAD,3,1810.0,3.0,100.0
HARALUR ROAD,1,575.0,1.0,38.0
HARALUR ROAD,3,1850.0,3.0,120.0
HARALUR ROAD,1,560.0,1.0,45.0
HARALUR ROAD,3,1710.0,3.0,85.0
HARALUR ROAD,3,1730.0,3.0,95.0
HARALUR ROAD,3,1817.0,3.0,110.0
HARALUR ROAD,2,1225.0,2.0,77.0
HARALUR ROAD,2,1285.0,2.0,78.0
HARALUR ROAD,2,1225.0,2.0,67.48
HARALUR ROAD,2,1225.0,2.0,69.84
HARALUR ROAD,2,1200.0,2.0,46.0
HARALUR ROAD,2,1315.0,2.0,85.0
HARALUR ROAD,4,4694.0,5.0,375.0
HARALUR ROAD,2,1309.0,2.0,82.0
HARALUR ROAD,2,1027.0,1.0,44.0
HARALUR ROAD,2,1300.0,2.0,75.0
HARALUR ROAD,2,1230.0,2.0,67.65
HARALUR ROAD,3,1255.0,3.0,90.0
HARALUR ROAD,3,1735.0,3.0,97.0
HARALUR ROAD,3,1810.0,3.0,97.83
HARALUR ROAD,2,1200.0,2.0,46.0
HARALUR ROAD,3,1810.0,3.0,112.0
HARLUR,2,1508.0,2.0,77.0
HARLUR,3,1752.12,3.0,135.0
HARLUR,3,1709.0,3.0,150.0
HARLUR,2,1174.0,2.0,69.0
HARLUR,2,1033.0,2.0,49.0
HARLUR,2,1197.0,2.0,84.0
HARLUR,3,1757.0,3.0,132.0
HARLUR,2,1174.0,2.0,76.0
HARLUR,3,1754.0,3.0,125.0
HARLUR,2,1290.0,2.0,85.0
HARLUR,3,1752.12,3.0,116.0
HARLUR,3,1754.0,3.0,135.0
HARLUR,3,1754.0,3.0,124.0
HARLUR,2,1152.0,2.0,69.0
HARLUR,2,1290.0,2.0,87.0
HARLUR,3,1749.0,3.0,115.0
HARLUR,4,3385.0,4.0,260.0
HARLUR,3,1758.0,3.0,133.0
HARLUR,2,1197.0,2.0,79.0
HARLUR,2,1174.0,2.0,78.0
HARLUR,2,1200.0,2.0,52.0
HARLUR,2,1197.0,2.0,79.0
HARLUR,3,1749.0,3.0,112.0
HARLUR,2,1174.0,2.0,75.0
HARLUR,3,1750.0,3.0,136.0
HARLUR,3,1620.0,3.0,110.0
HARLUR,3,1459.0,3.0,135.0
HARLUR,3,1762.0,3.0,133.0
HARLUR,3,1756.0,3.0,131.0
HARLUR,3,1755.0,3.0,130.0
HARLUR,3,1864.0,3.0,140.0
HARLUR,2,1331.0,2.0,88.0
HARLUR,3,1752.12,3.0,133.0
HARLUR,2,1133.0,2.0,55.0
HARLUR,3,1756.0,3.0,128.0
HARLUR,3,1749.0,3.0,120.0
HARLUR,2,1197.0,2.0,82.0
HARLUR,2,1303.0,2.0,90.0
HARLUR,3,1754.0,3.0,132.0
HARLUR,3,1756.0,3.0,134.0
HARLUR,2,1197.0,2.0,78.0
HARLUR,2,1290.0,2.0,89.9
HARLUR,2,1386.0,2.0,85.0
HARLUR,2,1174.0,2.0,74.0
HARLUR,3,1755.0,3.0,115.0
HARLUR,4,2569.0,4.0,175.0
HARLUR,2,1197.0,2.0,77.0
HARLUR,3,1752.12,3.0,125.0
HARLUR,4,2569.0,5.0,180.0
HARLUR,2,1225.0,2.0,56.0
HARLUR,2,1197.0,2.0,76.0
HARLUR,2,1197.0,2.0,75.0
HARLUR,3,1755.0,3.0,117.0
HARLUR,2,1197.0,2.0,79.9
HARLUR,2,936.0,2.0,45.0
HARLUR,4,2990.0,4.0,225.0
HARLUR,2,1370.0,2.0,88.0
HARLUR,2,1335.0,2.0,72.76
HBR LAYOUT,3,2800.0,2.0,200.0
HBR LAYOUT,3,1722.0,3.0,95.0
HBR LAYOUT,4,1200.0,4.0,120.0
HBR LAYOUT,2,1200.0,2.0,60.0
HBR LAYOUT,2,1004.0,2.0,49.0
HBR LAYOUT,3,1783.0,3.0,125.0
HBR LAYOUT,3,1656.0,3.0,90.0
HBR LAYOUT,2,1089.0,2.0,60.0
HBR LAYOUT,3,1700.0,3.0,110.0
HBR LAYOUT,2,1198.0,2.0,65.0
HBR LAYOUT,4,1200.0,4.0,115.0
HBR LAYOUT,2,1200.0,2.0,120.0
HBR LAYOUT,3,1832.0,3.0,160.0
HEBBAL,3,1760.0,2.0,123.0
HEBBAL,4,5612.0,4.0,477.0
HEBBAL,2,1349.0,2.0,98.2
HEBBAL,4,2483.0,5.0,212.0
HEBBAL,3,1760.0,2.0,130.0
HEBBAL,3,1920.0,3.0,134.0
HEBBAL,3,1500.0,3.0,150.0
HEBBAL,2,1337.0,2.0,82.0
HEBBAL,2,1349.0,2.0,98.0
HEBBAL,4,2470.0,5.0,247.0
HEBBAL,2,1036.0,2.0,50.0
HEBBAL,3,1790.0,3.0,127.0
HEBBAL,2,688.0,2.0,42.72
HEBBAL,3,1985.0,4.0,189.0
HEBBAL,4,2483.0,5.0,215.0
HEBBAL,2,1080.0,2.0,54.0
HEBBAL,2,812.0,2.0,55.0
HEBBAL,2,1075.0,2.0,52.0
HEBBAL,4,3067.0,4.0,230.0
HEBBAL,2,1040.0,2.0,50.0
HEBBAL,3,2526.0,2.0,250.0
HEBBAL,4,3067.0,4.0,230.0
HEBBAL,2,823.0,2.0,50.63
HEBBAL,2,1420.0,2.0,123.0
HEBBAL,4,3067.0,4.0,310.0
HEBBAL,2,1420.0,2.0,99.39
HEBBAL,4,4235.0,4.0,365.0
HEBBAL,3,1700.0,3.0,124.0
HEBBAL,4,3960.0,5.0,386.0
HEBBAL,2,1420.0,2.0,99.39
HEBBAL,2,1440.0,2.0,115.0
HEBBAL,2,1100.0,2.0,54.0
HEBBAL,3,2400.0,4.0,180.0
HEBBAL,2,1420.0,2.0,107.0
HEBBAL,2,1320.0,2.0,92.0
HEBBAL,2,919.0,2.0,49.0
HEBBAL,3,1645.0,3.0,135.0
HEBBAL,3,2080.0,3.0,175.0
HEBBAL,4,2483.0,5.0,230.0
HEBBAL,3,2600.0,3.0,195.0
HEBBAL,3,1645.0,3.0,117.0
HEBBAL,2,1251.0,2.0,88.73
HEBBAL,3,1645.0,3.0,121.0
HEBBAL,3,1760.0,3.0,123.0
HEBBAL,4,3960.0,5.0,386.0
HEBBAL,3,1645.0,3.0,120.0
HEBBAL,3,1255.0,2.0,90.0
HEBBAL,3,1645.0,3.0,117.0
HEBBAL,3,1636.0,3.0,119.0
HEBBAL,3,1255.0,2.0,95.0
HEBBAL,3,1255.0,2.0,95.0
HEBBAL,2,1088.0,2.0,61.45
HEBBAL,2,1349.0,2.0,97.8
HEBBAL,2,1344.0,2.0,108.0
HEBBAL,2,1138.0,2.0,110.0
HEBBAL,2,1088.0,2.0,62.0
HEBBAL,3,1987.0,4.0,165.0
HEBBAL,2,1299.0,2.0,100.0
HEBBAL,2,1200.0,2.0,60.0
HEBBAL,2,1390.0,2.0,95.0
HEBBAL,2,1333.0,2.0,100.0
HEBBAL,3,2650.0,4.0,199.0
HEBBAL,3,1800.0,3.0,140.0
HEBBAL,4,2470.0,4.0,203.0
HEBBAL,3,1255.0,2.0,95.0
HEBBAL,2,1333.0,2.0,104.0
HEBBAL,3,2600.0,3.0,199.0
HEBBAL,2,1345.0,2.0,97.0
HEBBAL,2,985.0,2.0,62.0
HEBBAL,2,1320.0,2.0,91.0
HEBBAL,3,2388.0,3.0,195.0
HEBBAL,2,1040.0,2.0,55.0
HEBBAL,2,1150.0,2.0,55.0
HEBBAL,2,1075.0,2.0,52.0
HEBBAL,3,3895.0,3.0,390.0
HEBBAL,3,1645.0,3.0,113.0
HEBBAL,2,1162.0,2.0,69.0
HEBBAL,2,1100.0,2.0,60.0
HEBBAL,4,4235.0,5.0,364.0
HEBBAL,2,1299.0,2.0,97.0
HEBBAL,4,2470.0,5.0,192.0
HEBBAL,3,1920.0,3.0,150.0
HEBBAL,4,2375.0,4.0,189.0
HEBBAL,2,1420.0,2.0,99.26
HEBBAL,2,1252.0,2.0,92.0
HEBBAL,2,1162.0,2.0,59.0
HEBBAL,2,1294.0,2.0,115.0
HEBBAL,2,1150.0,2.0,57.0
HEBBAL,3,1740.0,2.0,137.0
HEBBAL,3,3895.0,3.0,390.0
HEBBAL,3,1662.0,3.0,155.0
HEBBAL,3,2250.0,3.0,219.0
HEBBAL,2,1349.0,2.0,96.8
HEBBAL KEMPAPURA,3,1700.0,3.0,155.0
HEBBAL KEMPAPURA,3,1800.0,3.0,175.0
HEBBAL KEMPAPURA,3,2900.0,4.0,300.0
HEBBAL KEMPAPURA,3,3522.0,3.0,380.0
HEBBAL KEMPAPURA,5,2280.0,5.0,200.0
HEBBAL KEMPAPURA,2,1200.0,2.0,125.0
HEBBAL KEMPAPURA,3,2900.0,4.0,240.0
HEBBAL KEMPAPURA,2,1300.0,2.0,102.0
HEBBAL KEMPAPURA,3,1466.0,2.0,140.0
HEBBAL KEMPAPURA,3,1725.0,2.0,165.0
HEBBAL KEMPAPURA,3,1200.0,3.0,125.0
HEBBAL KEMPAPURA,3,3408.0,3.0,260.0
HEBBAL KEMPAPURA,2,1485.0,3.0,132.0
HEBBAL KEMPAPURA,2,1400.0,2.0,108.0
HEBBAL KEMPAPURA,3,1800.0,3.0,150.0
HEBBAL KEMPAPURA,5,2400.0,5.0,200.0
HEBBAL KEMPAPURA,5,2800.0,5.0,220.0
HEBBAL KEMPAPURA,3,1785.0,3.0,165.0
HEBBAL KEMPAPURA,4,3729.0,4.0,384.0
HEBBAL KEMPAPURA,3,1600.0,3.0,170.0
HEBBAL KEMPAPURA,3,1730.0,3.0,175.0
HEGDE NAGAR,3,1569.0,3.0,101.0
HEGDE NAGAR,6,3000.0,7.0,210.0
HEGDE NAGAR,3,2026.0,3.0,132.0
HEGDE NAGAR,3,1801.0,3.0,115.0
HEGDE NAGAR,2,1050.0,1.0,56.0
HEGDE NAGAR,2,1341.0,2.0,97.0
HEGDE NAGAR,3,2112.95,4.0,145.0
HEGDE NAGAR,4,1200.0,4.0,83.0
HEGDE NAGAR,3,1703.0,3.0,113.0
HEGDE NAGAR,3,1570.0,3.0,105.0
HEGDE NAGAR,3,1801.0,3.0,140.0
HEGDE NAGAR,3,1584.01,3.0,103.0
HEGDE NAGAR,3,1965.0,4.0,125.0
HEGDE NAGAR,2,1200.0,2.0,75.0
HEGDE NAGAR,3,1847.0,3.0,135.0
HEGDE NAGAR,3,1965.0,4.0,132.0
HEGDE NAGAR,3,1703.0,3.0,125.0
HEGDE NAGAR,3,1847.0,3.0,125.0
HEGDE NAGAR,3,2144.6,4.0,145.0
HEGDE NAGAR,3,1718.0,3.0,119.0
HEGDE NAGAR,3,1847.0,3.0,123.0
HEGDE NAGAR,2,1340.0,2.0,72.0
HEGDE NAGAR,3,2087.01,3.0,115.0
HEGDE NAGAR,3,1703.0,3.0,130.0
HEGDE NAGAR,3,2087.01,4.0,135.0
HEGDE NAGAR,3,1718.0,3.0,130.0
HEGDE NAGAR,3,1884.0,4.0,118.0
HEGDE NAGAR,3,1930.0,4.0,122.0
HEGDE NAGAR,3,1584.01,3.0,104.0
HEGDE NAGAR,3,1168.0,2.0,68.0
HEGDE NAGAR,3,2162.03,4.0,129.0
HEGDE NAGAR,3,2087.01,4.0,160.0
HEGDE NAGAR,2,1000.0,2.0,66.0
HEGDE NAGAR,3,1348.0,2.0,80.5
HENNUR,2,1075.0,2.0,52.0
HENNUR,2,1255.0,2.0,52.32
HENNUR,2,1225.0,2.0,57.0
HENNUR,2,1255.0,2.0,57.5
HENNUR,2,1259.0,2.0,57.0
HENNUR,2,1255.0,2.0,53.5
HENNUR,2,1285.0,2.0,60.0
HENNUR,2,1100.0,2.0,60.0
HENNUR,2,1231.0,2.0,48.0
HENNUR,2,1255.0,2.0,58.0
HENNUR,2,1040.0,2.0,42.12
HENNUR,2,1255.0,2.0,54.5
HENNUR,2,1041.0,2.0,40.6
HENNUR,2,1255.0,2.0,55.5
HENNUR,2,1231.0,2.0,50.0
HENNUR,5,2500.0,5.0,125.0
HENNUR,2,1160.0,2.0,49.0
HENNUR,3,2400.0,3.0,135.0
HENNUR,2,1255.0,2.0,55.5
HENNUR,2,1100.0,2.0,44.55
HENNUR,2,960.0,2.0,48.0
HENNUR,2,1020.0,2.0,48.0
HENNUR,2,1295.0,2.0,64.0
HENNUR,3,1935.0,3.0,102.0
HENNUR,3,1345.0,2.0,69.0
HENNUR,2,1255.0,2.0,58.0
HENNUR,2,1420.0,2.0,62.0
HENNUR,2,1155.0,2.0,54.5
HENNUR,2,1255.0,2.0,52.35
HENNUR,2,1255.0,2.0,54.5
HENNUR,3,1830.0,2.0,113.0
HENNUR,3,1831.0,3.0,84.205
HENNUR,2,1255.0,2.0,53.57
HENNUR,2,1255.0,2.0,56.5
HENNUR,2,1050.0,2.0,42.73
HENNUR,2,1295.0,2.0,62.0
HENNUR ROAD,3,2089.0,3.0,140.0
HENNUR ROAD,8,5000.0,8.0,250.0
HENNUR ROAD,2,1385.0,2.0,83.09
HENNUR ROAD,2,1318.0,2.0,63.77
HENNUR ROAD,3,2264.0,3.0,159.0
HENNUR ROAD,2,1157.0,2.0,84.0
HENNUR ROAD,3,1904.0,3.0,120.0
HENNUR ROAD,3,1891.0,3.0,109.0
HENNUR ROAD,3,1561.0,3.0,95.0
HENNUR ROAD,3,2060.0,3.0,149.0
HENNUR ROAD,3,1482.0,2.0,92.0
HENNUR ROAD,2,1232.0,2.0,89.0
HENNUR ROAD,2,1065.0,2.0,42.6
HENNUR ROAD,3,1482.0,2.0,87.0
HENNUR ROAD,3,1891.0,3.0,139.0
HENNUR ROAD,3,1703.0,3.0,101.0
HENNUR ROAD,2,1232.0,2.0,69.61
HENNUR ROAD,2,987.0,2.0,49.0
HENNUR ROAD,3,2160.0,3.0,160.0
HENNUR ROAD,3,1680.0,3.0,99.27
HENNUR ROAD,2,1065.0,2.0,42.6
HENNUR ROAD,2,1385.0,2.0,83.09
HENNUR ROAD,3,2350.0,3.0,174.0
HENNUR ROAD,3,1586.0,3.0,93.94
HENNUR ROAD,3,1975.0,3.0,123.0
HENNUR ROAD,3,1290.0,2.0,94.5
HENNUR ROAD,2,901.0,2.0,49.5
HENNUR ROAD,3,1445.0,3.0,86.56
HENNUR ROAD,3,1482.0,2.0,97.0
HENNUR ROAD,2,1182.0,2.0,82.5
HENNUR ROAD,2,1036.0,2.0,59.46
HENNUR ROAD,2,1232.0,2.0,69.61
HENNUR ROAD,3,2320.0,3.0,170.0
HENNUR ROAD,3,1936.0,3.0,118.0
HENNUR ROAD,2,1480.0,2.0,65.0
HENNUR ROAD,3,1590.0,3.0,96.5
HENNUR ROAD,3,1445.0,2.0,105.0
HENNUR ROAD,2,1036.0,2.0,59.45
HENNUR ROAD,3,1832.0,3.0,125.0
HENNUR ROAD,2,1359.0,2.0,104.0
HENNUR ROAD,2,1341.0,2.0,75.76
HENNUR ROAD,2,1040.0,2.0,50.0
HENNUR ROAD,2,1414.0,2.0,84.18
HENNUR ROAD,3,1949.0,3.0,133.0
HENNUR ROAD,2,1232.0,2.0,89.0
HENNUR ROAD,3,1250.0,2.0,77.88
HENNUR ROAD,4,2502.0,4.0,180.0
HENNUR ROAD,3,1831.0,3.0,110.0
HENNUR ROAD,2,1232.0,2.0,87.0
HENNUR ROAD,2,1232.0,2.0,74.0
HENNUR ROAD,2,1232.0,2.0,66.0
HENNUR ROAD,2,1341.0,2.0,95.0
HENNUR ROAD,2,1232.0,2.0,88.0
HENNUR ROAD,3,2365.0,4.0,175.0
HENNUR ROAD,2,1310.0,2.0,66.0
HENNUR ROAD,2,1015.0,2.0,50.0
HENNUR ROAD,3,2264.0,3.0,168.0
HENNUR ROAD,3,2002.0,3.0,120.0
HENNUR ROAD,2,1232.0,2.0,69.6
HENNUR ROAD,2,1195.0,2.0,73.0
HENNUR ROAD,2,1020.0,2.0,47.0
HENNUR ROAD,5,5100.0,6.0,375.0
HENNUR ROAD,2,1061.0,2.0,54.92
HENNUR ROAD,2,1020.0,2.0,45.0
HENNUR ROAD,3,2041.0,3.0,128.0
HENNUR ROAD,2,1232.0,2.0,87.0
HENNUR ROAD,2,1066.0,2.0,52.23
HENNUR ROAD,2,973.0,2.0,56.0
HENNUR ROAD,2,1255.0,2.0,84.0
HENNUR ROAD,2,1232.0,2.0,83.0
HENNUR ROAD,3,1832.0,3.0,116.0
HENNUR ROAD,3,2050.0,3.0,120.0
HENNUR ROAD,3,1445.0,2.0,86.69
HENNUR ROAD,3,1445.0,2.0,83.0
HENNUR ROAD,3,1654.0,3.0,97.8
HENNUR ROAD,3,1480.0,3.0,100.0
HENNUR ROAD,3,1450.0,3.0,88.6
HENNUR ROAD,2,1155.0,2.0,69.18
HENNUR ROAD,2,1053.0,2.0,53.0
HENNUR ROAD,2,1195.0,2.0,59.0
HENNUR ROAD,3,1904.0,3.0,129.0
HENNUR ROAD,3,1981.0,3.0,134.0
HENNUR ROAD,2,1155.0,2.0,69.18
HENNUR ROAD,3,1590.0,3.0,105.0
HENNUR ROAD,3,2041.0,3.0,138.0
HENNUR ROAD,3,1100.0,2.0,78.0
HENNUR ROAD,4,1880.0,4.0,154.0
HENNUR ROAD,2,1232.0,2.0,69.61
HENNUR ROAD,3,1748.0,3.0,103.0
HENNUR ROAD,2,1460.0,2.0,80.3
HENNUR ROAD,3,1933.0,3.0,140.0
HENNUR ROAD,2,1030.0,2.0,46.5
HENNUR ROAD,3,1445.0,2.0,89.56
HENNUR ROAD,2,973.0,2.0,50.74
HENNUR ROAD,3,1305.0,2.0,77.0
HENNUR ROAD,2,1165.0,2.0,67.0
HENNUR ROAD,2,980.0,2.0,51.0
HENNUR ROAD,2,1232.0,2.0,80.0
HENNUR ROAD,2,1085.0,2.0,43.4
HENNUR ROAD,2,950.0,2.0,55.0
HENNUR ROAD,2,1140.0,2.0,56.0
HENNUR ROAD,3,1891.0,3.0,110.0
HENNUR ROAD,2,1165.0,2.0,52.0
HENNUR ROAD,2,1450.0,2.0,80.0
HENNUR ROAD,3,1936.0,3.0,131.0
HOODI,2,985.0,2.0,67.0
HOODI,2,1425.0,2.0,80.0
HOODI,2,1420.0,2.0,75.0
HOODI,3,1639.0,3.0,110.0
HOODI,3,1639.0,3.0,98.32
HOODI,2,1026.0,2.0,60.87
HOODI,2,1050.0,2.0,50.0
HOODI,2,1400.0,2.0,78.0
HOODI,5,2400.0,5.0,160.0
HOODI,2,1196.0,2.0,71.74
HOODI,2,1500.0,2.0,84.0
HOODI,2,1055.0,2.0,57.63
HOODI,3,1925.0,2.0,114.0
HOODI,2,1400.0,2.0,82.0
HOODI,1,706.0,1.0,48.24
HOODI,2,1257.0,2.0,69.0
HOODI,2,1132.0,2.0,67.9
HOODI,3,1925.0,3.0,110.0
HOODI,2,1257.0,2.0,71.03
HOODI,2,1305.0,2.0,75.0
HOODI,2,1240.0,2.0,65.0
HOODI,2,1108.0,2.0,74.23
HOODI,2,1257.0,2.0,68.5
HOODI,2,1000.0,2.0,48.0
HOODI,2,1063.0,2.0,61.17
HOODI,2,1259.0,2.0,69.45
HOODI,1,711.0,1.0,42.65
HOODI,1,863.0,1.0,40.55
HOODI,3,1715.0,2.0,100.0
HOODI,2,1447.0,3.0,76.0
HOODI,3,2144.0,3.0,140.0
HOODI,2,1108.0,2.0,66.46
HOODI,3,1837.0,3.0,110.0
HOODI,4,3385.0,4.0,220.0
HOODI,2,1181.0,2.0,55.0
HOODI,3,1490.0,3.0,85.0
HOODI,2,1259.0,2.0,59.135
HORAMAVU AGARA,2,1200.0,2.0,45.0
HORAMAVU AGARA,3,1560.0,3.0,75.0
HORAMAVU AGARA,2,755.0,2.0,37.49
HORAMAVU AGARA,2,982.0,2.0,47.65
HORAMAVU AGARA,3,1650.0,2.0,75.0
HORAMAVU AGARA,2,950.0,2.0,39.0
HORAMAVU AGARA,3,1756.0,3.0,92.0
HORAMAVU AGARA,2,1106.0,2.0,43.09
HORAMAVU AGARA,2,1079.0,2.0,41.0
HORAMAVU AGARA,2,1169.0,2.0,64.0
HORAMAVU AGARA,3,1265.0,2.0,65.0
HORAMAVU AGARA,2,1060.0,2.0,37.0
HORAMAVU AGARA,2,1107.83,2.0,41.51
HORAMAVU AGARA,2,980.0,2.0,38.19
HORAMAVU AGARA,3,1250.0,3.0,65.0
HORAMAVU AGARA,2,1145.0,2.0,41.21
HORAMAVU AGARA,5,2400.0,3.0,80.0
HORAMAVU AGARA,2,1000.0,2.0,46.0
HORAMAVU AGARA,2,760.0,2.0,37.49
HORAMAVU AGARA,2,1150.0,2.0,42.0
HORAMAVU AGARA,3,1623.0,3.0,89.0
HORAMAVU AGARA,2,750.0,2.0,37.49
HORAMAVU AGARA,1,625.0,1.0,27.0
HORAMAVU AGARA,2,1080.0,2.0,38.0
HORAMAVU AGARA,2,994.0,2.0,42.28
HORAMAVU AGARA,2,1090.0,2.0,46.0
HORAMAVU AGARA,3,1400.0,3.0,63.0
HORAMAVU AGARA,3,1557.0,3.0,70.0
HORAMAVU AGARA,2,1058.0,2.0,47.0
HORAMAVU BANASWADI,2,1460.0,2.0,80.5
HORAMAVU BANASWADI,2,1156.0,2.0,46.0
HORAMAVU BANASWADI,2,1180.0,2.0,58.0
HORAMAVU BANASWADI,2,1307.0,2.0,51.6
HORAMAVU BANASWADI,2,1357.0,2.0,54.0
HORAMAVU BANASWADI,2,925.0,2.0,38.0
HORAMAVU BANASWADI,2,1272.0,2.0,48.0
HORAMAVU BANASWADI,2,1225.0,2.0,49.5
HORAMAVU BANASWADI,2,1272.0,2.0,51.5
HORAMAVU BANASWADI,2,1156.0,2.0,46.9
HORAMAVU BANASWADI,2,1200.0,2.0,45.0
HORAMAVU BANASWADI,2,1254.0,2.0,47.0
HORAMAVU BANASWADI,2,1210.0,2.0,50.0
HORAMAVU BANASWADI,2,1272.0,2.0,50.0
HORAMAVU BANASWADI,2,1025.0,2.0,45.0
HORAMAVU BANASWADI,2,1081.0,2.0,52.0
HORAMAVU BANASWADI,2,1000.0,2.0,50.0
HORMAVU,2,1500.0,2.0,78.0
HORMAVU,2,1150.0,2.0,55.0
HORMAVU,2,1180.0,2.0,50.0
HORMAVU,2,1200.0,2.0,67.0
HORMAVU,2,1200.0,3.0,70.0
HORMAVU,2,1175.0,2.0,52.0
HORMAVU,1,1351.0,2.0,53.0
HORMAVU,2,1141.0,2.0,44.4
HORMAVU,2,1130.0,2.0,42.3
HORMAVU,3,1725.0,3.0,85.0
HORMAVU,2,1153.0,2.0,65.0
HORMAVU,2,1150.0,2.0,53.11
HORMAVU,2,1123.0,2.0,56.0
